time,pelvis_tilt,pelvis_tilt_vel,pelvis_list,pelvis_list_vel,pelvis_rotation,pelvis_rotation_vel,pelvis_tx,pelvis_tx_vel,pelvis_ty,pelvis_ty_vel,pelvis_tz,pelvis_tz_vel,hip_flexion_r,hip_flexion_r_vel,hip_adduction_r,hip_adduction_r_vel,hip_rotation_r,hip_rotation_r_vel,knee_angle_r,knee_angle_r_vel,ankle_angle_r,ankle_angle_r_vel,hip_flexion_l,hip_flexion_l_vel,hip_adduction_l,hip_adduction_l_vel,hip_rotation_l,hip_rotation_l_vel,knee_angle_l,knee_angle_l_vel,ankle_angle_l,ankle_angle_l_vel,lumbar_extension,lumbar_extension_vel
0.717,-0.208,0.114,-0.046,-0.010,-0.045,0.206,0.130,0.624,0.906,0.008,0.028,-0.115,0.115,-0.374,0.117,-0.102,0.000,0.000,-0.307,-0.939,0.459,-0.136,0.617,-0.410,-0.028,0.210,0.000,0.000,-0.418,-0.619,0.203,0.184,-0.087,0.000
0.725,-0.207,-0.198,-0.046,0.035,-0.043,-0.140,0.135,0.531,0.906,-0.054,0.027,-0.118,0.112,0.857,0.117,-0.180,0.000,0.000,-0.314,-2.654,0.458,0.410,0.614,0.186,-0.026,0.099,0.000,0.000,-0.423,-1.208,0.204,1.018,-0.087,0.000
0.733,-0.209,0.123,-0.045,-0.017,-0.044,0.157,0.139,0.644,0.905,0.043,0.026,-0.134,0.118,-0.499,0.115,-0.168,0.000,0.000,-0.335,-0.793,0.461,-0.252,0.615,-0.560,-0.025,0.173,0.000,0.000,-0.432,-0.574,0.212,-0.086,-0.087,0.000
0.742,-0.208,0.031,-0.046,0.089,-0.043,-0.088,0.144,0.614,0.906,0.021,0.025,-0.140,0.115,-0.024,0.114,-0.290,0.000,0.000,-0.342,-1.509,0.459,-0.773,0.611,-0.274,-0.024,0.201,0.000,0.000,-0.437,-1.054,0.212,0.415,-0.087,0.000
0.750,-0.207,-0.045,-0.045,-0.043,-0.043,0.073,0.149,0.590,0.906,-0.003,0.024,-0.110,0.114,0.299,0.111,-0.089,0.000,0.000,-0.354,-2.014,0.453,-0.464,0.608,-0.021,-0.022,0.077,0.000,0.000,-0.445,-1.279,0.215,0.662,-0.087,0.000
0.758,-0.208,0.071,-0.045,0.041,-0.043,-0.091,0.154,0.628,0.906,0.037,0.023,-0.133,0.117,0.225,0.111,-0.224,0.000,0.000,-0.370,-2.125,0.449,-0.344,0.608,-0.444,-0.022,0.130,0.000,0.000,-0.456,-0.816,0.220,0.467,-0.087,0.000
0.767,-0.207,0.137,-0.045,0.033,-0.044,0.011,0.159,0.655,0.906,0.056,0.022,-0.155,0.119,-0.041,0.109,-0.252,0.000,0.000,-0.387,-1.731,0.447,-0.771,0.605,-0.637,-0.021,0.198,0.000,0.000,-0.462,-0.623,0.224,0.369,-0.087,0.000
0.775,-0.206,-0.041,-0.045,0.006,-0.043,-0.153,0.164,0.611,0.907,0.041,0.020,-0.131,0.118,0.649,0.107,-0.223,0.000,0.000,-0.401,-2.706,0.441,-0.649,0.600,-0.580,-0.019,0.099,0.000,0.000,-0.467,-0.299,0.227,0.809,-0.087,0.000
0.783,-0.207,-0.038,-0.045,0.073,-0.045,-0.188,0.169,0.589,0.907,0.061,0.019,-0.150,0.123,0.769,0.105,-0.325,0.000,0.000,-0.422,-2.842,0.435,-1.042,0.595,-0.600,-0.018,0.209,0.000,0.000,-0.470,-0.217,0.234,0.738,-0.087,0.000
0.792,-0.207,-0.064,-0.044,0.041,-0.046,-0.094,0.174,0.568,0.907,0.052,0.018,-0.159,0.130,0.827,0.103,-0.287,0.000,0.000,-0.445,-2.796,0.427,-1.151,0.590,-0.472,-0.017,0.220,0.000,0.000,-0.471,-0.330,0.239,0.820,-0.087,0.000
0.800,-0.207,0.004,-0.044,0.040,-0.047,-0.077,0.178,0.615,0.908,0.060,0.017,-0.166,0.136,0.731,0.100,-0.273,0.000,0.000,-0.468,-2.730,0.418,-0.866,0.586,-0.690,-0.015,0.267,0.000,0.000,-0.474,-0.204,0.246,1.020,-0.087,0.000
0.808,-0.207,0.121,-0.043,0.103,-0.048,-0.164,0.183,0.640,0.908,0.086,0.016,-0.161,0.142,0.642,0.098,-0.370,0.000,0.000,-0.489,-2.764,0.411,-0.995,0.581,-1.006,-0.013,0.316,0.000,0.000,-0.476,0.005,0.254,0.774,-0.087,0.000
0.817,-0.206,-0.121,-0.043,0.090,-0.049,-0.286,0.188,0.545,0.909,0.070,0.014,-0.158,0.147,1.582,0.095,-0.371,0.000,0.000,-0.511,-4.047,0.403,-1.216,0.573,-0.779,-0.010,0.250,0.000,0.000,-0.476,0.316,0.260,1.025,-0.087,0.000
0.825,-0.207,-0.070,-0.042,0.113,-0.051,-0.317,0.193,0.554,0.910,0.055,0.013,-0.170,0.160,1.601,0.092,-0.406,0.000,0.000,-0.544,-4.226,0.393,-1.319,0.567,-0.721,-0.008,0.265,0.000,0.000,-0.473,0.057,0.269,0.991,-0.087,0.000
0.833,-0.208,-0.088,-0.041,0.080,-0.054,-0.196,0.197,0.551,0.910,0.038,0.012,-0.160,0.173,1.591,0.089,-0.315,0.000,0.000,-0.578,-3.975,0.383,-1.379,0.561,-0.607,-0.006,0.249,0.000,0.000,-0.473,-0.135,0.276,0.863,-0.087,0.000
0.842,-0.209,0.007,-0.040,0.120,-0.055,-0.122,0.201,0.581,0.910,0.060,0.010,-0.180,0.185,1.466,0.086,-0.419,0.000,0.000,-0.609,-3.882,0.372,-1.834,0.556,-0.957,-0.004,0.343,0.000,0.000,-0.474,0.349,0.283,0.783,-0.087,0.000
0.850,-0.209,-0.039,-0.039,0.123,-0.056,-0.301,0.206,0.560,0.911,0.047,0.009,-0.161,0.197,1.865,0.083,-0.407,0.000,0.000,-0.641,-4.467,0.357,-2.319,0.548,-0.803,-0.001,0.262,0.000,0.000,-0.471,0.190,0.290,0.716,-0.087,0.000
0.858,-0.209,0.055,-0.038,0.130,-0.059,-0.281,0.210,0.594,0.911,0.050,0.008,-0.158,0.212,1.760,0.080,-0.394,0.000,0.000,-0.676,-4.533,0.338,-2.658,0.542,-0.977,0.001,0.274,0.000,0.000,-0.469,0.242,0.295,0.748,-0.087,0.000
0.867,-0.208,-0.050,-0.037,0.058,-0.061,-0.199,0.215,0.568,0.912,0.015,0.006,-0.154,0.226,2.058,0.077,-0.279,0.000,0.000,-0.713,-4.812,0.317,-2.768,0.534,-0.615,0.003,0.214,0.000,0.000,-0.467,-0.212,0.301,0.920,-0.087,0.000
0.875,-0.209,-0.041,-0.037,0.125,-0.063,-0.314,0.220,0.545,0.912,0.028,0.005,-0.129,0.243,2.193,0.074,-0.330,0.000,0.000,-0.751,-4.826,0.295,-2.752,0.529,-0.624,0.005,0.215,0.000,0.000,-0.469,-0.194,0.309,0.696,-0.087,0.000
0.883,-0.209,0.037,-0.036,0.234,-0.065,-0.297,0.224,0.565,0.912,0.042,0.004,-0.174,0.260,2.165,0.072,-0.548,0.000,0.000,-0.790,-4.807,0.273,-2.765,0.524,-0.961,0.006,0.420,0.000,0.000,-0.471,0.336,0.314,0.630,-0.087,0.000
0.892,-0.209,-0.038,-0.034,0.166,-0.067,-0.174,0.229,0.556,0.912,0.005,0.003,-0.194,0.277,2.353,0.067,-0.510,0.000,0.000,-0.828,-5.014,0.251,-2.477,0.517,-0.727,0.010,0.408,0.000,0.000,-0.468,0.080,0.319,0.770,-0.087,0.000
0.900,-0.209,0.004,-0.033,0.216,-0.069,-0.247,0.233,0.560,0.912,0.026,0.001,-0.169,0.296,2.366,0.063,-0.546,0.000,0.000,-0.868,-5.043,0.231,-2.581,0.511,-0.854,0.013,0.399,0.000,0.000,-0.467,0.187,0.325,0.686,-0.087,0.000
0.908,-0.209,-0.136,-0.031,0.225,-0.071,-0.342,0.238,0.496,0.913,-0.009,0.000,-0.140,0.315,2.890,0.059,-0.506,0.000,0.000,-0.909,-5.534,0.210,-2.826,0.504,-0.746,0.016,0.339,0.000,0.000,-0.466,0.445,0.331,0.798,-0.087,0.000
0.917,-0.210,0.052,-0.029,0.332,-0.074,-0.246,0.242,0.560,0.912,0.024,-0.001,-0.209,0.338,2.702,0.055,-0.746,0.000,0.000,-0.953,-5.479,0.188,-3.518,0.498,-1.025,0.019,0.609,0.000,0.000,-0.462,0.461,0.337,0.926,-0.087,0.000
0.925,-0.210,-0.127,-0.026,0.193,-0.075,-0.193,0.246,0.476,0.913,-0.037,-0.003,-0.160,0.360,3.119,0.049,-0.479,0.000,0.000,-0.997,-5.574,0.160,-2.778,0.490,-0.519,0.024,0.390,0.000,0.000,-0.459,0.043,0.345,0.969,-0.087,0.000
0.933,-0.211,-0.024,-0.025,0.187,-0.077,-0.238,0.250,0.516,0.912,-0.003,-0.004,-0.151,0.385,2.860,0.045,-0.543,0.000,0.000,-1.041,-4.986,0.137,-3.644,0.486,-0.772,0.027,0.367,0.000,0.000,-0.458,0.209,0.353,0.892,-0.087,0.000
0.942,-0.211,0.045,-0.023,0.360,-0.079,-0.183,0.254,0.536,0.912,-0.006,-0.005,-0.184,0.408,2.790,0.041,-0.868,0.000,0.000,-1.081,-4.836,0.108,-3.597,0.479,-0.976,0.030,0.616,0.000,0.000,-0.457,0.461,0.360,0.830,-0.087,0.000
0.950,-0.211,-0.076,-0.021,0.272,-0.080,-0.158,0.258,0.506,0.912,-0.038,-0.007,-0.155,0.430,3.046,0.034,-0.625,0.000,0.000,-1.120,-4.858,0.079,-2.289,0.472,-0.727,0.035,0.491,0.000,0.000,-0.453,0.227,0.366,0.997,-0.087,0.000
0.958,-0.211,-0.003,-0.018,0.350,-0.082,-0.131,0.262,0.501,0.912,-0.017,-0.008,-0.165,0.454,2.966,0.029,-0.700,0.000,0.000,-1.159,-4.521,0.061,-0.773,0.466,-0.995,0.039,0.584,0.000,0.000,-0.451,0.718,0.374,0.635,-0.087,0.000
0.967,-0.211,0.021,-0.016,0.457,-0.083,-0.292,0.266,0.484,0.912,-0.015,-0.009,-0.169,0.478,3.050,0.023,-0.889,0.000,0.000,-1.195,-4.298,0.055,-0.711,0.458,-0.991,0.043,0.666,0.000,0.000,-0.445,0.725,0.379,0.363,-0.087,0.000
0.975,-0.211,0.092,-0.012,0.490,-0.085,-0.418,0.270,0.534,0.912,0.009,-0.011,-0.169,0.503,2.752,0.016,-0.986,0.000,0.000,-1.229,-3.741,0.049,0.145,0.450,-1.214,0.049,0.707,0.000,0.000,-0.440,0.844,0.382,1.063,-0.087,0.000
0.983,-0.210,0.056,-0.008,0.396,-0.088,-0.304,0.274,0.534,0.912,0.002,-0.012,-0.173,0.525,2.822,0.008,-0.849,0.000,0.000,-1.259,-3.272,0.050,0.522,0.440,-1.111,0.054,0.625,0.000,0.000,-0.433,0.725,0.391,0.777,-0.087,0.000
0.992,-0.210,0.065,-0.005,0.380,-0.091,-0.041,0.279,0.535,0.912,0.001,-0.014,-0.183,0.547,2.619,0.001,-0.922,0.000,0.000,-1.285,-2.671,0.055,1.148,0.431,-1.062,0.059,0.687,0.000,0.000,-0.427,0.663,0.397,0.567,-0.087,0.000
1.000,-0.209,0.084,-0.002,0.323,-0.091,-0.041,0.283,0.525,0.912,0.020,-0.015,-0.153,0.568,2.479,-0.006,-0.789,0.000,0.000,-1.307,-2.163,0.064,1.110,0.423,-1.176,0.065,0.603,0.000,0.000,-0.422,0.891,0.402,0.505,-0.087,0.000
1.008,-0.209,0.021,0.001,0.226,-0.091,0.125,0.287,0.490,0.912,-0.013,-0.016,-0.128,0.588,2.570,-0.012,-0.562,0.000,0.000,-1.324,-1.758,0.073,0.726,0.413,-0.865,0.070,0.496,0.000,0.000,-0.415,0.469,0.406,0.876,-0.087,0.000
1.017,-0.209,-0.017,0.003,0.176,-0.090,0.002,0.291,0.524,0.912,0.021,-0.017,-0.114,0.608,2.356,-0.017,-0.433,0.000,0.000,-1.338,-1.061,0.078,0.673,0.406,-0.969,0.074,0.393,0.000,0.000,-0.411,0.672,0.413,0.519,-0.087,0.000
1.025,-0.209,0.017,0.004,0.181,-0.090,0.116,0.295,0.546,0.912,0.030,-0.018,-0.123,0.627,2.273,-0.020,-0.565,0.000,0.000,-1.347,-0.966,0.084,0.736,0.399,-1.065,0.077,0.425,0.000,0.000,-0.405,0.794,0.417,0.383,-0.087,0.000
1.033,-0.209,-0.029,0.005,-0.072,-0.090,0.275,0.300,0.503,0.912,0.039,-0.019,-0.054,0.645,2.282,-0.025,-0.170,0.000,0.000,-1.354,-0.416,0.090,0.371,0.390,-0.869,0.080,0.091,0.000,0.000,-0.399,0.545,0.420,0.233,-0.087,0.000
1.042,-0.209,0.036,0.005,0.278,-0.087,-0.298,0.304,0.549,0.913,0.010,-0.020,-0.074,0.664,2.198,-0.026,-0.351,0.000,0.000,-1.358,0.058,0.093,1.542,0.383,-1.222,0.081,0.426,0.000,0.000,-0.395,0.931,0.422,0.865,-0.087,0.000
1.050,-0.208,-0.083,0.007,-0.005,-0.090,0.166,0.308,0.500,0.913,0.003,-0.020,-0.049,0.681,2.475,-0.029,-0.064,0.000,0.000,-1.357,0.669,0.105,1.163,0.373,-0.628,0.084,0.120,0.000,0.000,-0.387,0.216,0.429,0.152,-0.087,0.000
1.058,-0.209,-0.096,0.007,0.039,-0.088,0.296,0.312,0.511,0.913,0.012,-0.021,-0.064,0.701,2.026,-0.029,-0.094,0.000,0.000,-1.352,1.011,0.114,1.188,0.368,-0.504,0.085,0.211,0.000,0.000,-0.386,-0.010,0.430,0.148,-0.087,0.000
1.067,-0.210,0.025,0.007,0.009,-0.086,0.510,0.316,0.555,0.913,0.026,-0.021,-0.073,0.717,1.600,-0.030,-0.138,0.000,0.000,-1.344,1.620,0.124,0.874,0.364,-0.669,0.087,0.273,0.000,0.000,-0.386,-0.045,0.431,0.367,-0.087,0.000
1.075,-0.210,-0.008,0.007,-0.078,-0.082,0.369,0.321,0.566,0.913,0.005,-0.022,-0.039,0.730,1.653,-0.031,0.022,0.000,0.000,-1.331,1.822,0.131,0.278,0.359,-0.696,0.089,0.102,0.000,0.000,-0.386,0.012,0.434,0.221,-0.087,0.000
1.083,-0.210,-0.132,0.007,-0.070,-0.079,0.289,0.325,0.514,0.913,0.011,-0.022,-0.030,0.743,1.754,-0.031,0.141,0.000,0.000,-1.316,2.250,0.133,0.824,0.353,-0.481,0.090,0.035,0.000,0.000,-0.386,-0.193,0.436,0.072,-0.087,0.000
1.092,-0.211,-0.130,0.006,-0.100,-0.077,0.044,0.329,0.503,0.913,-0.025,-0.022,-0.005,0.757,1.557,-0.030,0.233,0.000,0.000,-1.298,2.637,0.140,1.700,0.350,-0.487,0.090,-0.050,0.000,0.000,-0.387,0.011,0.436,0.888,-0.087,0.000
1.100,-0.212,-0.209,0.005,0.030,-0.076,0.185,0.333,0.486,0.913,-0.037,-0.022,-0.034,0.770,1.649,-0.028,-0.051,0.000,0.000,-1.277,2.787,0.153,0.519,0.346,-0.403,0.090,0.178,0.000,0.000,-0.387,0.142,0.443,0.614,-0.087,0.000
1.108,-0.214,-0.037,0.006,-0.055,-0.075,0.047,0.337,0.548,0.913,0.005,-0.023,0.000,0.783,1.162,-0.029,0.077,0.000,0.000,-1.255,3.319,0.157,1.140,0.342,-0.682,0.091,0.019,0.000,0.000,-0.386,0.046,0.448,0.910,-0.087,0.000
1.117,-0.214,-0.238,0.005,-0.034,-0.074,0.249,0.342,0.489,0.913,-0.024,-0.023,-0.021,0.792,1.402,-0.028,0.031,0.000,0.000,-1.228,3.598,0.167,0.179,0.337,-0.245,0.091,0.061,0.000,0.000,-0.386,-0.216,0.456,0.308,-0.087,0.000
1.125,-0.216,-0.136,0.005,-0.040,-0.072,0.284,0.345,0.540,0.913,-0.024,-0.023,-0.019,0.804,1.110,-0.028,0.048,0.000,0.000,-1.199,3.882,0.168,0.092,0.335,-0.462,0.092,0.072,0.000,0.000,-0.388,-0.124,0.458,0.365,-0.087,0.000
1.133,-0.217,-0.021,0.005,-0.221,-0.070,0.024,0.350,0.578,0.912,0.004,-0.023,0.065,0.812,0.678,-0.027,0.425,0.000,0.000,-1.168,4.374,0.169,0.247,0.331,-0.729,0.093,-0.249,0.000,0.000,-0.389,-0.001,0.461,0.518,-0.087,0.000
1.142,-0.217,-0.070,0.003,-0.171,-0.070,0.103,0.354,0.571,0.912,-0.006,-0.022,0.065,0.818,0.489,-0.024,0.270,0.000,0.000,-1.133,4.805,0.171,0.223,0.326,-0.636,0.091,-0.188,0.000,0.000,-0.389,-0.068,0.465,0.663,-0.087,0.000
1.150,-0.218,-0.072,0.002,-0.137,-0.069,0.177,0.359,0.560,0.912,-0.018,-0.022,0.046,0.822,0.327,-0.022,0.194,0.000,0.000,-1.095,5.044,0.172,0.004,0.320,-0.518,0.089,-0.117,0.000,0.000,-0.389,-0.288,0.470,0.669,-0.087,0.000
1.158,-0.218,-0.108,0.000,-0.156,-0.068,0.223,0.363,0.563,0.912,-0.026,-0.021,0.043,0.824,0.224,-0.020,0.225,0.000,0.000,-1.055,5.278,0.173,-0.206,0.316,-0.446,0.088,-0.131,0.000,0.000,-0.391,-0.319,0.476,0.520,-0.087,0.000
1.167,-0.219,-0.177,-0.001,-0.260,-0.066,0.117,0.368,0.576,0.912,-0.042,-0.021,0.085,0.826,0.141,-0.018,0.437,0.000,0.000,-1.012,5.573,0.171,-0.340,0.313,-0.430,0.087,-0.327,0.000,0.000,-0.394,-0.266,0.480,0.603,-0.087,0.000
1.175,-0.220,-0.216,-0.003,-0.220,-0.065,0.360,0.373,0.579,0.912,-0.042,-0.020,0.059,0.827,0.017,-0.015,0.235,0.000,0.000,-0.968,5.758,0.168,-0.693,0.309,-0.263,0.084,-0.227,0.000,0.000,-0.396,-0.473,0.485,0.440,-0.087,0.000
1.183,-0.222,-0.115,-0.005,-0.318,-0.062,0.061,0.377,0.618,0.911,-0.025,-0.020,0.116,0.827,-0.318,-0.013,0.559,0.000,0.000,-0.922,6.128,0.163,-0.919,0.307,-0.478,0.083,-0.441,0.000,0.000,-0.400,-0.448,0.488,0.446,-0.087,0.000
1.192,-0.223,-0.183,-0.007,-0.172,-0.062,0.516,0.382,0.580,0.911,-0.059,-0.019,0.060,0.825,-0.270,-0.009,0.141,0.000,0.000,-0.873,6.172,0.155,-0.730,0.303,-0.267,0.079,-0.164,0.000,0.000,-0.403,-0.521,0.492,0.651,-0.087,0.000
1.200,-0.225,-0.079,-0.009,-0.390,-0.058,0.216,0.387,0.664,0.911,-0.044,-0.019,0.149,0.823,-0.831,-0.007,0.645,0.000,0.000,-0.823,6.672,0.149,-0.720,0.301,-0.582,0.078,-0.538,0.000,0.000,-0.408,-0.412,0.497,0.698,-0.087,0.000
1.208,-0.225,-0.107,-0.012,-0.390,-0.056,0.403,0.392,0.645,0.910,-0.065,-0.017,0.094,0.816,-0.812,-0.002,0.467,0.000,0.000,-0.770,6.519,0.144,-0.728,0.297,-0.375,0.073,-0.468,0.000,0.000,-0.411,-0.665,0.503,0.473,-0.087,0.000
1.217,-0.226,-0.004,-0.015,-0.416,-0.053,0.330,0.397,0.671,0.910,-0.055,-0.017,0.134,0.810,-1.016,0.002,0.589,0.000,0.000,-0.718,6.461,0.138,-0.902,0.294,-0.554,0.070,-0.569,0.000,0.000,-0.416,-0.626,0.506,0.553,-0.087,0.000
1.225,-0.226,-0.103,-0.018,-0.329,-0.050,0.655,0.403,0.655,0.909,-0.083,-0.016,0.094,0.801,-0.982,0.006,0.308,0.000,0.000,-0.666,6.366,0.131,-0.882,0.289,-0.265,0.065,-0.396,0.000,0.000,-0.421,-0.886,0.511,0.642,-0.087,0.000
1.233,-0.227,-0.044,-0.021,-0.407,-0.045,0.478,0.408,0.694,0.909,-0.067,-0.015,0.130,0.794,-1.203,0.009,0.504,0.000,0.000,-0.615,6.409,0.124,-1.225,0.287,-0.496,0.062,-0.547,0.000,0.000,-0.428,-0.645,0.516,0.590,-0.087,0.000
1.242,-0.227,0.367,-0.024,-0.293,-0.041,0.278,0.413,0.886,0.908,-0.042,-0.014,0.085,0.784,-1.913,0.013,0.403,0.000,0.000,-0.564,6.153,0.114,-0.724,0.283,-1.435,0.058,-0.354,0.000,0.000,-0.434,-0.132,0.521,0.517,-0.087,0.000
1.250,-0.224,-0.134,-0.026,-0.422,-0.039,0.571,0.420,0.586,0.908,-0.073,-0.013,0.175,0.769,-1.049,0.016,0.536,0.000,0.000,-0.515,5.836,0.108,-1.320,0.272,0.041,0.055,-0.641,0.000,0.000,-0.435,-1.232,0.525,0.211,-0.087,0.000
1.258,-0.225,0.069,-0.030,-0.287,-0.034,0.521,0.425,0.785,0.907,-0.091,-0.012,0.116,0.760,-1.351,0.020,0.326,0.000,0.000,-0.468,5.236,0.097,-0.464,0.272,-0.522,0.050,-0.395,0.000,0.000,-0.444,-1.069,0.526,0.506,-0.087,0.000
1.267,-0.225,0.115,-0.032,-0.363,-0.030,0.445,0.431,0.766,0.906,-0.081,-0.011,0.148,0.749,-1.509,0.023,0.504,0.000,0.000,-0.426,5.114,0.094,-0.799,0.268,-0.544,0.046,-0.531,0.000,0.000,-0.453,-1.050,0.531,0.460,-0.087,0.000
1.275,-0.224,0.098,-0.035,-0.299,-0.026,0.609,0.438,0.728,0.906,-0.089,-0.010,0.116,0.737,-1.510,0.027,0.330,0.000,0.000,-0.385,4.704,0.087,-0.268,0.263,-0.307,0.042,-0.415,0.000,0.000,-0.461,-1.380,0.534,0.344,-0.087,0.000
1.283,-0.223,0.343,-0.037,-0.253,-0.022,0.253,0.443,0.826,0.905,-0.076,-0.009,0.143,0.725,-0.974,0.030,0.509,0.000,0.000,-0.348,2.440,0.085,-0.419,0.261,-0.985,0.039,-0.417,0.000,0.000,-0.472,-0.918,0.537,0.303,-0.087,0.000
1.292,-0.220,0.228,-0.039,-0.255,-0.020,0.429,0.450,0.813,0.904,-0.067,-0.007,0.141,0.718,-1.513,0.034,0.438,0.000,0.000,-0.328,3.187,0.082,-0.341,0.253,-0.629,0.036,-0.420,0.000,0.000,-0.480,-1.252,0.539,0.151,-0.087,0.000
1.300,-0.219,0.221,-0.041,-0.205,-0.016,0.114,0.457,0.829,0.904,-0.081,-0.006,0.150,0.705,-1.206,0.037,0.609,0.000,0.000,-0.303,2.070,0.079,-0.448,0.248,-0.734,0.032,-0.377,0.000,0.000,-0.490,-1.104,0.541,0.072,-0.087,0.000
1.308,-0.217,0.085,-0.043,-0.145,-0.015,-0.307,0.463,0.771,0.903,-0.055,-0.005,0.178,0.696,-0.367,0.042,0.771,0.000,0.000,-0.286,0.157,0.075,-1.985,0.242,-0.689,0.029,-0.357,0.000,0.000,-0.499,-0.823,0.541,-0.109,-0.087,0.000
1.317,-0.216,0.296,-0.044,-0.114,-0.018,-0.084,0.469,0.840,0.903,-0.062,-0.004,0.154,0.693,-0.830,0.048,0.558,0.000,0.000,-0.285,0.085,0.060,-0.601,0.237,-0.836,0.026,-0.298,0.000,0.000,-0.505,-1.127,0.540,-0.089,-0.087,0.000
1.325,-0.214,0.368,-0.045,0.099,-0.018,-0.016,0.476,0.862,0.902,-0.080,-0.002,0.111,0.686,-0.788,0.053,0.246,0.000,0.000,-0.284,-0.614,0.055,-0.158,0.230,-0.896,0.024,-0.006,0.000,0.000,-0.514,-1.199,0.540,-0.075,-0.087,0.000
1.333,-0.211,0.385,-0.044,-0.079,-0.018,0.033,0.483,0.881,0.902,-0.097,-0.002,0.155,0.680,-0.893,0.055,0.466,0.000,0.000,-0.289,-0.923,0.054,0.371,0.223,-0.819,0.024,-0.270,0.000,0.000,-0.524,-1.447,0.539,-0.204,-0.087,0.000
1.342,-0.208,0.426,-0.045,0.047,-0.018,0.156,0.490,0.913,0.901,-0.103,0.000,0.126,0.673,-0.682,0.058,0.205,0.000,0.000,-0.296,-1.958,0.057,1.480,0.216,-0.845,0.022,-0.091,0.000,0.000,-0.535,-1.547,0.537,-0.425,-0.087,0.000
1.350,-0.204,0.475,-0.045,0.045,-0.017,-0.052,0.497,0.948,0.900,-0.059,0.001,0.128,0.667,-1.237,0.060,0.231,0.000,0.000,-0.312,-0.984,0.068,-0.386,0.209,-0.976,0.021,-0.071,0.000,0.000,-0.548,-1.501,0.534,-0.181,-0.087,0.000
1.358,-0.200,0.286,-0.044,0.007,-0.017,-0.169,0.505,0.825,0.900,-0.074,0.002,0.136,0.657,-0.463,0.062,0.417,0.000,0.000,-0.320,-1.408,0.065,-0.913,0.202,-0.334,0.020,-0.151,0.000,0.000,-0.560,-2.078,0.532,-1.106,-0.087,0.000
1.367,-0.198,0.084,-0.044,0.009,-0.019,-0.301,0.511,0.781,0.899,-0.023,0.003,0.149,0.654,-0.053,0.065,0.280,0.000,0.000,-0.331,-1.621,0.058,-1.205,0.199,-0.103,0.019,-0.145,0.000,0.000,-0.576,-1.941,0.524,-1.008,-0.087,0.000
1.375,-0.198,0.117,-0.044,-0.024,-0.021,-0.303,0.518,0.809,0.899,0.000,0.004,0.188,0.653,-0.004,0.067,0.335,0.000,0.000,-0.344,-1.826,0.048,0.107,0.198,-0.170,0.018,-0.233,0.000,0.000,-0.592,-1.927,0.516,-1.253,-0.087,0.000
1.383,-0.197,0.471,-0.044,0.007,-0.024,-0.447,0.524,0.946,0.899,0.033,0.005,0.181,0.653,-0.514,0.070,0.445,0.000,0.000,-0.359,-1.871,0.049,1.339,0.197,-0.892,0.016,-0.128,0.000,0.000,-0.607,-1.550,0.506,-1.402,-0.087,0.000
1.392,-0.193,0.595,-0.044,0.036,-0.027,-0.814,0.532,1.048,0.899,0.051,0.007,0.174,0.649,-0.703,0.074,0.585,0.000,0.000,-0.374,-2.050,0.060,1.546,0.190,-1.285,0.015,0.004,0.000,0.000,-0.620,-1.412,0.494,-1.706,-0.087,0.000
1.400,-0.188,0.176,-0.044,-0.048,-0.034,-0.397,0.540,0.856,0.900,0.026,0.008,0.184,0.644,-0.085,0.078,0.452,0.000,0.000,-0.390,-2.044,0.072,1.038,0.179,-0.062,0.015,-0.208,0.000,0.000,-0.631,-2.397,0.481,-2.332,-0.087,0.000
1.408,-0.187,0.261,-0.044,-0.130,-0.037,-0.361,0.547,0.889,0.900,0.051,0.010,0.224,0.643,-0.433,0.082,0.517,0.000,0.000,-0.406,-1.643,0.081,1.252,0.179,-0.085,0.014,-0.361,0.000,0.000,-0.650,-2.571,0.462,-2.610,-0.087,0.000
1.417,-0.185,0.328,-0.045,-0.033,-0.040,-0.452,0.554,0.927,0.900,0.084,0.012,0.189,0.639,-0.577,0.086,0.369,0.000,0.000,-0.420,-1.710,0.091,1.398,0.178,-0.102,0.011,-0.168,0.000,0.000,-0.671,-2.567,0.441,-2.682,-0.087,0.000
1.425,-0.182,0.355,-0.046,0.039,-0.043,-0.413,0.562,0.911,0.901,0.096,0.013,0.168,0.635,-0.605,0.089,0.232,0.000,0.000,-0.433,-1.756,0.102,1.280,0.177,0.152,0.009,-0.040,0.000,0.000,-0.691,-2.895,0.420,-2.632,-0.087,0.000
1.433,-0.179,0.317,-0.045,-0.095,-0.047,-0.570,0.569,0.909,0.902,0.102,0.014,0.213,0.630,-0.675,0.091,0.499,0.000,0.000,-0.447,-1.540,0.112,1.130,0.179,0.399,0.009,-0.222,0.000,0.000,-0.714,-3.250,0.399,-2.919,-0.087,0.000
1.442,-0.177,0.293,-0.046,-0.057,-0.051,-0.375,0.576,0.909,0.902,0.099,0.016,0.196,0.625,-0.931,0.095,0.351,0.000,0.000,-0.460,-0.993,0.121,1.151,0.182,0.747,0.007,-0.122,0.000,0.000,-0.740,-3.777,0.375,-3.923,-0.087,0.000
